max_change,min_change,start,end,amount,turn,change,up_count,down_count,name,industry,class
2.68,-2.3,36.71,36.15,74751.31944038927,4.302172749391728,1.9,203,208,扬帆新材,化工原料,1
0.66,-0.64,7.67,7.47,45700.759172749385,2.4762002433090022,1.89,220,191,四方达,矿物制品,1
1.34,-1.48,18.8,18.73,83777.13301703164,2.70786593673966,1.89,211,200,三盛教育,文教休闲,1
0.67,-0.66,8.15,7.43,38967.61639902677,3.169318978102189,1.88,233,178,锐奇股份,轻工机械,1
1.89,-2.04,24.53,23.45,89329.82163017034,4.696269586374696,1.87,202,209,华夏航空,空运,1
2.32,-2.69,40.37,40.56,63396.3895377129,0.9268503649635036,1.87,202,209,欧普照明,电气设备,1
1.3,-1.32,14.3,14.25,52809.11527980535,0.8514557177615573,1.85,206,205,太极集团,中成药,1
1.16,-1.22,14.89,15.14,41817.431849148415,2.4819277372262776,1.85,211,200,通达动力,电气设备,1
0.52,-0.59,6.9,6.86,51691.841658536585,1.1369980487804876,1.85,218,192,新能泰山,区域地产,1
1.11,-1.29,12.8,12.88,34603.45704878048,1.667723902439025,1.84,214,196,朗姿股份,服饰,1
1.61,-1.77,18.21,17.75,36759.91301703163,0.6013287104622872,1.83,213,198,舒泰神,生物制药,1
0.8,-0.85,9.39,8.81,49298.45995,3.94621525,1.83,216,184,亿通科技,通信设备,1
1.27,-1.51,18.75,18.87,39544.509975669105,0.8877019464720195,1.82,229,182,理工环科,软件服务,1
0.7000000000000001,-0.72,8.13,8.18,71911.77167883213,1.5434807785888076,1.81,219,192,康尼机电,运输设备,1
1.72,-1.86,18.32,18.87,50009.10476885644,2.957644525547445,1.81,216,195,安正时尚,服饰,1
0.6000000000000001,-0.66,8.32,8.11,82897.75399026764,3.0009773722627733,1.81,223,188,佐力药业,中成药,1
0.37,-0.39,7.88,7.77,5884.931177615571,0.3818075425790755,1.8,224,187,ST南化,商贸代理,1
1.25,-1.37,14.75,14.83,70444.58391727494,2.2862435523114355,1.79,218,193,三丰智能,专用机械,1
2.36,-2.67,26.92,26.67,50200.232822384416,2.9080717761557167,1.78,201,210,新宏泰,电气设备,1
1.25,-1.1,13.64,13.9,43125.70184914842,1.6750625304136253,1.78,221,190,中电电机,电气设备,1
1.2,-1.32,13.16,13.16,61172.2704379562,2.861348661800487,1.78,223,188,金自天正,电气设备,1
0.97,-0.91,10.99,10.71,22620.475693430653,2.449799513381995,1.78,221,190,展鹏科技,电气设备,1
1.46,-1.77,20.5,20.55,29378.09579075426,1.1270294403892944,1.78,211,200,健民集团,中成药,1
0.55,-0.46,6.39,6.4,50515.610948905116,0.21747396593673968,1.78,225,186,山东高速,路桥,1
0.96,-1.05,10.48,10.51,29894.599102244385,0.7792399002493766,1.77,226,175,翠微股份,百货,1
41.47,-30.1,149.3,130.7,91084.64516129033,6.621857419354839,1.77,74,81,昊海生科,生物制药,1
0.84,-0.92,8.9,9.24,44578.62189781023,1.8177065693430656,1.75,223,188,金鹰股份,纺织,1
1.06,-1.16,12.18,11.65,41629.903892944036,1.0411909975669098,1.75,225,186,出版传媒,出版业,1
0.47,-0.49,10.26,10.26,4421.377432762836,0.2601865525672372,1.74,223,186,ST山水,综合类,1
4.38,-4.82,48.88,48.18,42375.693625304135,2.2931467153284677,1.74,212,199,博通股份,文教休闲,1
1.15,-1.1,12.75,12.67,41378.9597323601,0.8532338199513382,1.73,219,192,钱江摩托,摩托车,1
0.86,-0.93,11.65,11.65,45873.1301216545,0.7105549878345498,1.73,196,215,金圆股份,水泥,1
0.95,-0.99,11.05,10.45,44366.271926829264,0.9678624390243904,1.72,214,196,人民同泰,医药商业,1
0.65,-0.6000000000000001,7.34,7.5,99213.64209245742,3.7091892944038927,1.72,220,191,金力泰,染料涂料,1
1.19,-1.31,12.8,13.07,88120.63484184914,3.1378284671532852,1.72,205,206,银宝山新,专用机械,1
0.41,-0.43,4.84,4.82,34838.698515815086,2.823066423357664,1.72,215,196,先锋新材,其他建材,1
0.8200000000000001,-0.8300000000000001,8.89,8.98,100015.01535279807,1.207736496350365,1.72,223,188,爱施德,电器连锁,1
0.93,-0.94,11.26,10.24,31531.98381995134,1.2673912408759125,1.71,221,190,保龄宝,食品,1
0.51,-0.48,5.6,5.69,92690.00340632601,0.37814720194647206,1.69,221,190,小商品城,商品城,1
0.67,-0.59,7.23,7.38,45944.95411192214,0.4963678832116789,1.69,225,186,富奥股份,汽车配件,1
1.92,-2.01,21.5,21.15,85398.74226277373,3.626073236009733,1.69,207,204,北矿科技,元器件,1
0.99,-0.89,11.88,11.89,55179.49128953771,1.4028540145985402,1.69,225,186,千金药业,中成药,1
0.63,-0.94,10.09,10.1,46939.213316708236,2.5534845386533664,1.68,228,173,棒杰股份,服饰,1
1.47,-1.44,16.08,16.12,31775.631386861318,2.391546715328467,1.67,211,200,众源新材,铜,1
1.07,-0.85,11.42,11.93,12374.087299270072,0.9384693430656936,1.67,222,189,申科股份,机械基件,1
0.91,-0.74,10.7,10.03,81737.38605839414,1.9407209245742088,1.66,226,185,太阳电缆,电气设备,1
0.89,-0.98,9.5,9.78,74642.75389294402,1.766519464720195,1.66,217,194,北大医药,化学制药,1
1.43,-1.49,18.0,17.42,98863.8686131387,1.989410705596107,1.66,213,198,长鹰信质,汽车配件,1
0.48,-0.43,5.63,5.28,84120.27795620439,2.296021167883212,1.66,219,192,神农科技,种植业,1
1.33,-1.39,15.33,15.66,52555.31063260341,5.0728744525547445,1.64,211,200,捷荣技术,塑料,1
1.3,-1.43,14.32,14.32,24552.69892944039,1.461400729927007,1.64,228,183,银都股份,专用机械,1
8.26,-2.61,32.7,33.4,79511.91784615385,7.690038461538463,1.63,68,62,华辰装备,机床制造,1
0.66,-0.8300000000000001,9.45,9.5,80508.03649635037,2.447297810218978,1.63,209,202,众合科技,专用机械,1
1.37,-1.61,16.0,16.21,71889.16345498784,2.141315085158151,1.63,209,202,雷柏科技,IT设备,1
1.4,-1.59,16.5,15.94,61198.91335766423,1.9177048661800489,1.63,224,187,新华文轩,出版业,1
1.47,-1.42,16.85,16.79,86508.52481751825,1.7255802919708032,1.62,221,190,中核科技,机械基件,1
0.95,-1.04,10.01,10.43,53984.78854014599,1.4395688564476887,1.61,209,202,神奇制药,中成药,1
0.4,-0.59,8.09,8.1,55283.21253041362,0.7962029197080291,1.61,226,185,华联控股,全国地产,1
1.44,-1.44,17.37,16.65,59611.31094890512,8.275833090024332,1.6,220,191,电工合金,铜,1
0.58,-0.56,6.31,6.36,68475.54250608273,1.8123450121654499,1.6,221,190,华明装备,电气设备,1
0.53,-0.46,5.99,6.34,42583.52768856447,0.9011963503649636,1.6,220,191,金杯汽车,汽车配件,1
1.33,-1.69,21.27,21.38,104144.50827250608,0.5366362530413625,1.59,202,209,伟星新材,其他建材,1
2.06,-2.12,27.0,26.05,109707.2075609756,3.7595656097560974,1.59,228,182,科大国创,软件服务,1
0.84,-0.9,10.0,9.98,100524.81046228707,1.5350532846715328,1.59,222,189,久立特材,特种钢,1
1.87,-3.1,32.17,32.0,71326.07445255475,0.8741026763990268,1.58,204,207,江铃汽车,汽车整车,1
0.61,-0.67,6.74,6.74,66990.73661800487,2.9920542579075433,1.58,239,172,新赛股份,种植业,1
0.8300000000000001,-0.72,9.46,9.62,53618.16197080292,2.628592457420925,1.58,221,190,众兴菌业,种植业,1
0.98,-1.07,11.5,10.74,57445.8697080292,3.2521654501216544,1.57,237,174,安居宝,元器件,1
0.68,-0.9,9.16,9.0,13990.847542579077,0.14228442822384427,1.57,222,189,珠江钢琴,文教休闲,1
0.64,-0.94,9.73,9.73,101409.44890510947,0.9604024330900244,1.57,229,182,龙元建设,建筑工程,1
0.47,-0.65,8.85,8.88,84615.74379562045,1.5129676399026764,1.56,217,194,富春环保,火力发电,1
1.23,-1.4,15.3,15.25,39849.989635036494,1.685338686131387,1.56,213,198,鸣志电器,电气设备,1
0.76,-0.63,9.16,8.33,47911.511703163014,1.1933690997566908,1.56,217,194,中原环保,环境保护,1
1.93,-2.12,22.99,22.0,24829.668832116782,1.17270900243309,1.55,208,203,松发股份,陶瓷,1
1.13,-1.12,13.64,13.18,42452.54722627736,0.9937861313868612,1.55,222,189,中交地产,全国地产,1
0.63,-0.6900000000000001,6.97,6.88,48892.024089775565,1.6314231920199505,1.54,224,177,旭光电子,元器件,1
0.29,-0.30000000000000004,5.99,6.01,21320.293717444718,1.3096850122850126,1.54,231,176,ST罗顿,综合类,1
2.75,-2.87,30.87,30.3,55098.61880778589,2.111035766423358,1.53,206,205,乐凯新材,化工原料,1
1.5,-1.6,16.6,16.83,107737.89379562043,4.5627450121654505,1.52,204,207,智云股份,电器仪表,1
0.78,-0.78,9.08,9.07,80373.48566909974,2.048680535279805,1.51,214,197,常山药业,生物制药,1
0.81,-0.76,8.74,8.87,63734.21128953772,1.9834841849148417,1.51,225,186,读者传媒,出版业,1
0.87,-0.9,9.55,9.55,92114.3489781022,3.065853284671533,1.51,209,202,华资实业,食品,1
2.64,-2.86,29.0,29.05,99606.12627737227,3.1674620437956205,1.51,212,199,三联虹普,纺织机械,1
1.72,-1.77,18.95,18.91,106834.24817518248,8.554609732360097,1.51,212,199,聚灿光电,半导体,1
0.46,-0.43,5.06,5.15,40356.73204379562,1.4322017031630168,1.5,229,182,华联综超,超市连锁,1
0.62,-0.81,11.55,11.59,57820.264720194646,0.1492197080291971,1.5,212,199,宁沪高速,路桥,1
0.66,-0.73,12.02,12.04,42397.967688564466,0.3010844282238443,1.5,212,199,深高速,路桥,1
0.51,-0.58,6.18,6.11,103373.63656934307,1.3835328467153287,1.49,229,182,浙江永强,家居用品,1
0.71,-0.84,9.68,9.68,60938.29082725062,0.9617338199513382,1.49,215,196,广日股份,运输设备,1
0.76,-0.95,10.89,10.9,74426.71104622871,1.4655819951338203,1.49,211,200,羚锐制药,中成药,1
0.78,-0.84,9.39,8.9,103782.31875609756,1.5208453658536585,1.48,226,184,浦东建设,建筑工程,1
0.74,-0.8300000000000001,9.56,9.48,104019.24605839416,4.299385644768856,1.47,224,187,辉煌科技,通信设备,1
2.45,-2.59,28.0,26.98,100167.37554744523,5.878368613138687,1.47,213,198,华脉科技,通信设备,1
0.84,-0.88,9.9,9.8,57680.61243309003,1.7948197080291968,1.47,222,189,众业达,批发业,1
0.73,-0.8,8.3,8.44,44919.754914841855,2.2156214111922137,1.46,228,183,信隆健康,文教休闲,1
1.25,-1.29,14.77,13.91,26472.442481751827,2.187788564476885,1.46,224,187,瑞尔特,家居用品,1
0.63,-0.6900000000000001,6.66,6.9,43749.58158150852,1.8612411192214111,1.45,217,194,威帝股份,汽车配件,1
0.94,-1.34,15.49,15.4,32668.26688564477,1.0866525547445256,1.45,223,188,杭叉集团,专用机械,1
1.09,-1.24,12.4,12.69,68427.19221411193,2.3696260340632604,1.45,217,194,天玑科技,软件服务,1
6.69,-2.34,25.53,24.09,82899.20574257425,11.541042574257428,1.45,43,58,奥普家居,家居用品,1
1.56,-1.53,18.4,17.68,45666.58782926829,1.5416829268292684,1.45,194,216,新宁物流,仓储物流,1
1.27,-1.39,13.07,13.93,63200.706301703176,1.8527197080291968,1.44,214,197,飞亚达,其他商业,1
0.7000000000000001,-0.76,8.0,7.84,69071.8591484185,2.4718058394160582,1.44,217,194,香溢融通,多元金融,1
0.7000000000000001,-0.73,8.19,7.7,48101.83362530414,2.802587104622871,1.44,228,183,金明精机,专用机械,1
0.63,-0.59,7.2,6.89,40282.85192214112,0.8529440389294403,1.43,209,202,百利电气,电气设备,1
0.59,-0.67,8.29,8.17,90544.29963414633,1.4693492682926828,1.43,220,190,贝因美,乳制品,1
0.76,-0.59,9.12,8.36,23269.47143552312,0.5504087591240876,1.42,224,187,首商股份,百货,1
0.79,-0.85,10.21,10.19,17231.482992700734,1.5540781021897812,1.41,237,174,潍柴重机,机械基件,1
4.55,-4.66,50.29,50.01,81121.04131386863,5.29287396593674,1.41,221,190,正元智慧,软件服务,1
1.47,-1.62,17.4,17.46,37377.16527980536,3.0533810218978106,1.41,219,192,泰嘉股份,钢加工,1
0.52,-0.5700000000000001,5.8,5.72,103969.3123600973,2.8791844282238443,1.4,224,187,合康新能,电气设备,1
1.2,-1.32,13.62,13.87,103173.11540145986,3.8125844282238446,1.4,204,207,美尔雅,服饰,1
0.72,-0.79,8.3,8.42,78938.69766423358,1.2654805352798053,1.39,211,200,东方铁塔,农药化肥,1
0.19,-0.2,4.26,4.06,21875.85762790697,2.2789736434108527,1.39,73,56,*ST雅博,建筑工程,1
0.43,-0.37,4.7,4.7,23992.5944638404,0.6172995012468828,1.38,218,183,益民集团,百货,1
2.05,-2.19,26.73,26.6,16907.090973236012,0.6900961070559611,1.38,216,195,九华旅游,旅游景点,1
1.59,-2.2,24.18,24.22,18724.54399026764,2.4833094890510954,1.38,220,191,三星新材,玻璃,1
0.84,-0.93,9.28,9.28,20693.018345498785,1.2518272506082724,1.37,235,176,安利股份,塑料,1
0.6900000000000001,-0.71,8.23,7.66,63020.226374695856,1.0283776155717759,1.37,224,187,韶能股份,水力发电,1
0.62,-0.64,7.55,7.41,73012.0299756691,1.2327554744525548,1.36,224,187,四川九洲,通信设备,1
1.01,-1.06,12.25,11.14,36979.45919708029,4.183207542579076,1.36,223,188,华瑞股份,电气设备,1
0.49,-0.56,5.9,5.98,30703.655936739662,0.6688839416058395,1.36,239,172,天药股份,化学制药,1
1.99,-2.13,25.38,25.24,14801.460510948904,1.4834141119221411,1.35,214,197,洪汇新材,化工原料,1
0.68,-0.65,7.5,7.47,60000.498609756105,3.5885670731707315,1.34,221,189,天瑞仪器,电器仪表,1
0.61,-0.7000000000000001,6.9,7.03,106156.00549878347,2.068125060827251,1.34,208,203,振东制药,化学制药,1
0.66,-0.72,7.35,7.21,107928.72216545012,2.5523542579075422,1.33,212,199,凯盛科技,玻璃,1
10.41,-4.07,45.35,41.23,85217.85382165607,7.0135821656050945,1.33,83,74,豪尔赛,装修装饰,1
1.23,-1.01,14.04,14.22,79696.933,1.1377685,1.32,212,188,泰和新材,化纤,1
0.62,-0.72,7.8,8.08,61030.106763990276,1.5868126520681265,1.32,217,194,广州浪奇,日用化工,1
0.37,-0.46,5.08,5.07,93074.83773170732,1.6568148780487806,1.32,217,193,云南城投,区域地产,1
0.49,-0.53,5.58,5.42,95569.45238442822,1.16840900243309,1.32,231,180,大连重工,专用机械,1
0.41,-0.51,5.7,5.7,22389.76675810473,0.5626448877805487,1.31,229,172,宝钢包装,广告包装,1
0.38,-0.52,5.83,5.9,102561.62433090023,0.7162369829683698,1.31,231,180,梅花生物,食品,1
0.38,-0.72,10.18,10.17,82654.17664233575,0.2051557177615572,1.3,220,191,川投能源,水力发电,1
0.79,-0.8,9.0,8.72,55444.942219451375,3.7783807980049873,1.3,215,186,西部牧业,农业综合,1
1.13,-1.09,13.51,13.7,98434.802189781,1.5738990267639899,1.29,221,190,中航电测,电器仪表,1
0.44,-0.58,5.46,5.77,97933.17469586374,2.075918491484185,1.29,218,193,三泰控股,化工原料,1
0.8200000000000001,-0.8300000000000001,9.43,9.64,60895.12553658537,3.463375365853659,1.28,221,189,鹏翎股份,汽车配件,1
0.78,-0.8300000000000001,8.1,8.53,87449.5492214112,3.5047019464720197,1.27,231,180,中国出版,出版业,1
0.85,-0.72,10.0,10.16,35593.625985401464,0.8078369829683699,1.26,212,199,鸿利智汇,元器件,1
0.55,-0.59,6.17,6.04,76506.6858190709,1.6423474327628362,1.25,211,198,英飞拓,IT设备,1
0.6000000000000001,-0.6000000000000001,6.45,6.62,41145.107664233576,1.3930639902676398,1.25,218,193,风神股份,汽车配件,1
0.96,-1.17,12.3,11.73,55226.99287104623,1.297008272506083,1.25,217,194,尚纬股份,电气设备,1
1.21,-1.3,14.0,13.95,26805.34019559902,1.688813202933985,1.25,196,213,ST步森,服饰,1
1.1,-1.44,14.97,15.56,44192.8294890511,4.912411435523113,1.24,232,179,丽岛新材,铝,1
0.81,-0.73,8.87,8.87,65262.55693430657,1.5592924574209246,1.24,220,191,烽火电子,通信设备,1
1.51,-1.49,16.58,16.85,42143.84973170732,1.1745202439024391,1.24,211,199,星光农机,农用机械,1
3.16,-3.73,39.6,40.4,44722.73158150852,6.7546605839416065,1.23,214,197,倍加洁,家居用品,1
1.18,-1.34,14.88,15.37,68739.76588807785,3.467527737226277,1.23,203,208,科森科技,专用机械,1
0.72,-0.9,12.84,12.9,36002.41097323601,0.5049530413625304,1.23,229,182,罗莱生活,纺织,1
1.32,-1.37,15.98,14.57,31731.515474452553,2.807606812652068,1.23,227,184,法兰泰克,机械基件,1
1.14,-1.17,12.55,12.55,80405.4448,2.22930175,1.23,197,203,华宏科技,专用机械,1
0.76,-0.79,11.5,11.42,23001.319586374702,0.5233321167883211,1.23,219,192,时代出版,出版业,1
1.87,-2.06,20.69,21.15,55135.24785888077,4.16807201946472,1.22,229,182,中农立华,其他商业,1
0.59,-0.64,6.25,6.49,91348.73610705594,4.027652798053528,1.22,211,200,华平股份,通信设备,1
0.94,-0.99,10.17,10.3,60911.93982968369,1.08299099756691,1.22,227,184,武汉控股,水务,1
0.96,-0.97,10.84,10.59,69232.1795863747,1.953146472019465,1.22,213,198,龙宇燃油,石油贸易,1
0.54,-0.56,7.23,7.19,33029.114501216536,1.3177245742092458,1.21,218,193,远东传动,汽车配件,1
0.5700000000000001,-0.59,6.37,6.3,69871.58364532019,1.1758817733990148,1.19,201,205,焦作万方,铝,1
2.09,-2.34,22.52,23.44,106246.7317761557,5.37258296836983,1.19,203,208,翔鹭钨业,小金属,1
1.76,-1.93,19.35,19.35,38328.41673965937,1.2673340632603405,1.19,203,208,中路股份,文教休闲,1
0.94,-1.16,12.01,12.43,14056.253163017029,0.26375790754257905,1.18,220,191,广聚能源,石油贸易,1
1.37,-1.51,14.41,15.07,97869.81608272504,2.7606849148418497,1.18,206,205,方盛制药,中成药,1
1.52,-1.38,17.0,16.7,31418.33214111922,1.21231800486618,1.18,210,201,金海环境,专用机械,1
0.67,-0.85,9.54,9.45,25742.755717761556,0.8938014598540146,1.17,219,192,南方汇通,环境保护,1
0.87,-1.05,10.7,10.62,88725.03248175181,1.7829094890510948,1.16,215,196,冰轮环境,工程机械,1
1.04,-1.22,13.2,13.15,41712.85496332518,1.791197310513447,1.16,220,189,万邦德,铝,1
0.38,-0.4,8.16,8.26,10204.92038386308,0.4842088019559902,1.16,239,170,蓝科高新,化工机械,1
1.38,-1.79,18.1,18.2,59248.35061728395,1.8229516049382717,1.15,206,199,天润乳业,乳制品,1
1.65,-1.7000000000000002,18.97,18.13,23604.899876237618,3.2585903465346533,1.15,233,171,日盈电子,汽车配件,1
1.12,-1.11,13.0,12.31,54766.35588807786,1.1249294403892944,1.14,222,189,城发环境,公路,1
0.6900000000000001,-0.88,8.54,8.85,56612.95508515815,1.681992700729927,1.14,229,182,深纺织A,元器件,1
0.75,-1.52,16.46,16.37,55427.92642335767,0.9612530413625304,1.13,228,183,三角轮胎,汽车配件,1
0.72,-0.79,8.4,7.9,80970.3092195122,2.2659829268292686,1.13,217,193,星湖科技,食品,1
0.79,-0.87,8.8,8.7,41797.80669099756,0.8207007299270073,1.13,225,186,四方股份,电气设备,1
1.28,-1.3,21.29,20.99,48580.04338199513,1.0318958637469586,1.12,206,205,汉森制药,中成药,1
2.28,-2.6,28.0,28.0,59197.849026764,6.237804622871045,1.12,209,202,长盛轴承,机械基件,1
0.30000000000000004,-0.47,5.1,5.11,100728.82287104623,1.2765535279805351,1.12,235,176,赛轮轮胎,汽车配件,1
2.45,-2.44,27.5,27.3,49631.99985401461,3.5208948905109483,1.12,207,204,川环科技,橡胶,1
0.6000000000000001,-0.86,9.36,9.35,34663.66690997567,0.93657299270073,1.12,235,176,佳士科技,专用机械,1
0.97,-1.07,13.78,13.59,56134.906277372254,0.989584184914842,1.12,216,195,国祯环保,环境保护,1
0.95,-0.89,10.53,10.43,38098.31729927007,1.5450177615571776,1.12,217,194,伊之密,专用机械,1
0.52,-0.5,6.1,6.14,65471.050661764704,1.0001357843137253,1.11,215,193,华铁股份,运输设备,1
1.1,-1.15,19.43,19.45,25505.014087591244,2.1362793187347933,1.11,217,194,豪能股份,汽车配件,1
0.35000000000000003,-0.4,6.49,6.47,68974.13260340634,0.649072506082725,1.11,227,184,厦门象屿,仓储物流,1
0.56,-0.45,6.3,6.34,79499.78795511223,1.5562301745635911,1.1,211,190,长源电力,火力发电,1
0.85,-0.92,9.3,9.3,56560.78276807981,3.985662842892768,1.09,213,188,三变科技,电气设备,1
1.35,-1.48,16.15,16.2,78634.47834549876,9.174532846715328,1.09,218,193,江龙船艇,船舶,1
0.87,-1.05,10.96,10.52,64580.47649122807,0.7796421052631579,1.08,208,191,三峡水利,水力发电,1
0.59,-0.7000000000000001,6.98,6.99,20793.243596009976,1.0281937655860351,1.07,216,185,祥龙电业,建筑工程,1
0.37,-0.39,8.22,8.16,43392.70078239609,1.0199540342298288,1.06,220,189,ST电能,电气设备,1
0.53,-0.53,7.25,7.16,77644.01459854015,1.0371537712895376,1.04,215,196,深振业A,区域地产,1
1.43,-1.57,15.0,15.74,80243.23318734794,0.6782379562043794,1.04,208,203,东风股份,广告包装,1
1.6800000000000002,-1.7000000000000002,19.0,18.51,24094.171414634144,0.8827475609756098,1.04,217,193,福鞍股份,机械基件,1
1.26,-1.33,14.58,13.88,27121.44683698297,3.210474695863747,1.04,230,181,维业股份,装修装饰,1
0.92,-0.7000000000000001,10.8,10.12,49492.94243309004,1.774956690997567,1.03,212,199,积成电子,电气设备,1
0.95,-1.09,10.01,10.89,74732.98362530414,2.6217890510948907,1.03,212,199,闽东电力,水力发电,1
0.74,-0.81,7.87,8.1,91857.35279805351,3.294257177615572,1.03,216,195,华纺股份,纺织,1
1.14,-1.24,13.39,13.01,80369.56875912409,5.430981508515815,1.03,218,193,金盾股份,专用机械,1
0.5700000000000001,-0.63,6.59,6.57,53418.901634146336,1.6498026829268295,1.02,223,187,*ST界龙,广告包装,1
0.53,-0.58,5.98,5.8100000000000005,49734.659426433915,1.8345708229426432,1.02,220,181,宏昌电子,化工原料,1
2.58,-2.43,29.9,28.4,60554.15788321168,2.5583469586374696,1.02,206,205,安硕信息,软件服务,1
0.67,-0.53,7.3,7.35,66316.0306082725,1.3590070559610703,1.02,230,181,冠农股份,农业综合,1
0.59,-0.67,6.86,6.86,75075.13699999999,0.8953465,1.01,204,196,华峰氨纶,化纤,1
1.3,-1.21,15.28,15.15,30256.495717761558,1.224552798053528,1.01,208,203,凤凰光学,元器件,1
1.26,-1.6,19.53,19.8,91608.6006326034,7.713089537712894,0.99,211,200,大丰实业,专用机械,1
1.05,-1.01,11.95,12.0,42189.582189781024,1.8502379562043796,0.99,219,192,国投中鲁,软饮料,1
2.28,-2.25,26.0,25.9,66829.54474452557,8.92372627737226,0.99,209,202,睿能科技,纺织机械,1
1.67,-1.83,19.5,18.35,52729.07759124088,2.1102238442822383,0.99,216,195,华阳集团,汽车配件,1
1.43,-2.08,24.07,24.06,86918.308478803,0.5977730673316708,0.97,203,198,深圳华强,批发业,1
1.19,-1.4,13.88,13.96,29601.619292682928,1.5121792682926831,0.97,218,192,甘咨询,建筑工程,1
2.94,-2.84,35.0,35.56,53029.96175182481,4.6666126520681255,0.97,204,207,三孚股份,化工原料,1
2.53,-2.83,28.4,29.95,65910.2998296837,7.115217274939172,0.97,210,201,宣亚国际,广告包装,1
0.81,-0.77,9.0,9.19,18324.90155717761,1.3560527980535282,0.97,232,179,兰州黄河,啤酒,1
0.93,-1.24,12.58,12.43,102129.86078239608,2.321728850855746,0.97,213,196,威华股份,家居用品,1
0.73,-0.79,8.61,8.03,104086.47296836982,2.115471776155718,0.95,212,199,四环生物,生物制药,1
0.84,-0.96,9.26,9.64,90637.34618004867,3.8633009732360097,0.95,204,207,奥维通信,通信设备,1
1.54,-1.77,17.14,17.71,42662.81206467662,1.4304238805970146,0.95,208,194,上海凤凰,文教休闲,1
0.63,-0.65,7.5,7.17,63519.509221411194,1.3846304136253045,0.95,221,190,华媒控股,广告包装,1
0.56,-0.58,6.26,6.17,75481.58223844282,2.5697017031630174,0.95,225,186,华神科技,中成药,1
0.2,-0.19,4.16,4.14,10599.343146341462,0.6473156097560976,0.94,226,184,ST厦华,家用电器,1
0.6900000000000001,-0.76,7.77,7.63,53388.174136253045,3.553756690997567,0.94,216,195,九洲电气,电气设备,1
1.66,-1.6800000000000002,18.24,18.24,85819.27751824819,7.324546715328468,0.94,217,194,科信技术,通信设备,1
0.74,-0.72,8.49,8.09,28865.53217603912,1.3027127139364305,0.94,228,181,海洋王,半导体,1
1.06,-1.16,11.19,11.61,37933.195401459845,1.5062931873479322,0.93,213,198,莎普爱思,化学制药,1
0.76,-0.75,8.32,8.47,23739.343041362525,1.4663184914841847,0.93,233,178,益盛药业,中成药,1
0.71,-0.66,7.83,7.82,19589.451192214117,0.5248902676399027,0.93,224,187,福达股份,汽车配件,1
0.52,-0.58,6.95,6.91,93709.58272506084,1.2972170316301703,0.91,222,189,航天机电,汽车配件,1
1.3,-1.18,16.41,16.33,20987.31537712896,3.0173182481751826,0.9,219,192,晨化股份,化工原料,1
1.07,-1.03,11.75,11.75,53487.47581508516,3.1591306569343063,0.9,211,200,万讯自控,电器仪表,1
0.38,-0.48,5.37,5.37,44901.497493917275,2.0005085158150853,0.9,219,192,泰胜风能,电气设备,1
1.0,-1.04,11.95,11.95,30692.604136253038,0.8606922141119222,0.89,212,199,健盛集团,纺织,1
0.42,-0.49,5.68,5.69,24807.80798053528,0.758396593673966,0.89,220,191,卧龙地产,全国地产,1
0.8200000000000001,-0.9,8.5,8.99,24140.498878048784,0.9665517073170732,0.88,228,182,百大集团,百货,1
0.95,-0.94,11.05,10.9,13464.693593673965,0.6229051094890511,0.88,229,182,宁波中百,百货,1
0.8200000000000001,-0.9,9.06,9.03,34268.88673965936,2.095765693430657,0.88,223,188,经纬辉开,元器件,1
1.39,-1.5,15.4,15.9,22332.891192214112,3.3102000000000005,0.88,223,188,三晖电气,电器仪表,1
1.51,-1.47,17.18,17.08,12967.961046228711,1.5832231143552309,0.88,241,170,天鹅股份,农用机械,1
0.46,-0.49,6.21,6.2,66801.87559610707,0.7224454987834551,0.87,220,191,华邦健康,化学制药,1
0.61,-0.52,6.94,6.73,22268.338243902443,1.19439,0.87,235,175,哈空调,电气设备,1
0.96,-1.15,14.68,14.45,85580.44452554746,0.13695790754257908,0.87,211,200,荣盛石化,化纤,1
0.53,-0.59,6.06,6.13,104272.82141119221,3.8183678832116787,0.87,223,188,黑芝麻,食品,1
1.32,-1.23,14.52,14.49,24857.855790754256,1.1523136253041364,0.87,219,192,恒通股份,供气供热,1
0.32,-0.29,3.52,3.51,40453.89388206389,1.5625710073710075,0.86,216,191,莲花健康,食品,1
0.61,-0.47,6.7,6.72,72107.15338199513,1.3091846715328466,0.86,227,184,上海凯宝,中成药,1
0.48,-0.44,4.9,5.23,61231.543357664246,1.2733399026763992,0.86,231,180,新乡化纤,化纤,1
0.45,-0.39,5.1,5.04,51135.84214814816,1.1887644444444443,0.86,221,184,博瑞传播,广告包装,1
1.01,-0.99,11.08,11.07,81598.50754257907,2.9667878345498777,0.86,211,200,金安国纪,元器件,1
0.64,-0.7000000000000001,7.0,7.0,45067.064025,1.546465,0.85,221,179,金杯电工,电气设备,1
1.02,-0.97,10.5,11.26,86621.46863746959,3.0241622871046228,0.85,205,206,兰州民百,百货,1
0.65,-0.62,7.7,7.88,55103.32854014599,1.682023600973236,0.84,224,187,中国高科,综合类,1
0.46,-0.42,5.02,5.01,38833.22187347931,0.9653669099756691,0.84,228,183,天润工业,汽车配件,1
0.65,-0.58,7.3,7.34,84896.33399026765,2.960920437956204,0.84,209,202,民生控股,多元金融,1
