max_change,min_change,start,end,amount,turn,change,up_count,down_count,name,industry,class
0.76,-0.8300000000000001,11.07,11.06,23290.82788321168,0.5445413625304136,-0.79,209,202,株冶集团,铅锌,1
0.75,-0.74,8.41,8.24,42031.8399756691,2.6586248175182483,-0.8,228,183,陇神戎发,中成药,1
0.8300000000000001,-0.72,10.39,10.62,40551.90077858882,2.2148036496350367,-0.8,204,207,安纳达,化工原料,1
0.51,-0.5700000000000001,6.2,5.73,80110.3495863747,3.035516788321168,-0.8,217,194,贤丰控股,元器件,1
0.30000000000000004,-0.42,5.63,5.63,58137.61418491483,1.2921102189781024,-0.81,225,186,康欣新材,其他建材,1
0.38,-0.35000000000000003,4.14,4.21,18028.339975550123,0.5349408312958435,-0.81,207,202,*ST厦工,工程机械,1
0.67,-0.78,8.58,8.6,18570.25773722628,1.0008542579075426,-0.81,225,186,山东章鼓,机械基件,1
0.86,-0.6900000000000001,9.0,9.46,25209.471703163017,1.7632116788321166,-0.82,216,195,海峡环保,环境保护,1
0.4,-0.44,4.4,4.42,74083.68406326034,3.3785953771289536,-0.82,224,187,顺钠股份,电气设备,1
0.9,-0.8300000000000001,10.18,10.12,18527.40924574209,0.4426080291970804,-0.82,230,181,上柴股份,机械基件,1
0.4,-0.44,5.8,5.75,15333.233236009732,0.5665379562043796,-0.82,228,183,南京公用,供气供热,1
1.14,-0.9,12.56,12.56,80864.9895522388,1.3361726368159204,-0.82,202,200,航天动力,航空,1
0.61,-0.68,9.4,9.45,37930.42815085159,1.2121430656934309,-0.84,212,199,山东出版,出版业,1
0.49,-0.43,5.61,5.65,21847.443195121952,1.0792695121951221,-0.84,213,197,*ST联合,旅游服务,1
0.43,-0.38,5.1,5.17,108082.12433090023,0.7815381995133821,-0.84,223,188,渤海租赁,多元金融,1
0.63,-0.72,7.35,7.49,47490.41788321168,0.9818175182481752,-0.85,218,193,悦达投资,综合类,1
0.73,-1.0,10.7,10.59,57421.86878345498,0.6920386861313871,-0.85,210,201,万里扬,汽车配件,1
0.61,-0.59,6.88,6.69,54324.155961070566,2.237587347931874,-0.86,209,202,精功科技,专用机械,1
1.29,-1.39,15.09,15.06,42461.595985401465,2.1836980535279804,-0.86,212,199,诚益通,电器仪表,1
0.29,-0.25,3.46,3.45,102722.68637469588,1.2627260340632604,-0.86,226,185,远兴能源,化工原料,1
0.77,-0.79,8.7,8.48,32768.282481751834,1.6503508515815086,-0.87,219,192,富临运业,公路,1
0.64,-0.56,7.05,7.05,36786.3401946472,2.253876885644769,-0.87,221,190,华斯股份,服饰,1
0.4,-0.41,5.06,5.15,36444.801800486624,1.2732128953771291,-0.87,214,197,嘉寓股份,装修装饰,1
1.8,-2.19,22.78,22.2,39650.698686131385,3.6079051094890513,-0.87,196,215,好太太,家居用品,1
1.1,-1.04,12.62,12.63,88511.54031630167,1.3093172749391728,-0.87,202,209,时代新材,塑料,1
0.72,-0.65,7.95,7.96,103325.17206982544,0.43165112219451374,-0.87,202,199,天茂集团,保险,1
0.77,-0.73,8.59,8.78,72903.82375609755,3.0241300000000004,-0.88,213,197,*ST猛狮,电气设备,1
0.56,-0.63,7.1,7.09,14621.989610705596,0.8098727493917276,-0.88,225,186,张家界,旅游景点,1
1.05,-1.16,12.53,12.03,45113.05255474453,2.3586058394160583,-0.89,231,180,高新发展,园区开发,1
0.5,-0.5,6.22,6.01,28685.924661654135,1.4621576441102757,-0.89,208,191,*ST劝业,百货,1
0.66,-0.6000000000000001,7.34,7.35,24567.42784841076,1.2999432762836185,-0.9,233,176,ST百花,生物制药,1
0.62,-0.58,6.73,6.8100000000000005,99259.72148418492,2.2237666666666667,-0.9,208,203,盾安环境,工程机械,1
0.54,-0.49,6.29,6.04,22118.550723192016,1.0400526184538652,-0.91,226,175,龙洲股份,公路,1
1.16,-1.24,13.45,12.79,66449.21600997506,3.273029675810473,-0.91,206,195,起步股份,服饰,1
0.76,-0.84,8.8,8.98,87787.90172749391,2.0302880778588808,-0.91,211,200,东方锆业,小金属,1
1.19,-1.05,13.5,13.7,18416.57136253041,0.7725326034063261,-0.91,219,192,开创国际,渔业,1
1.56,-1.64,17.9,17.94,32217.002418952623,3.7365478802992516,-0.92,202,199,新宏泽,广告包装,1
0.30000000000000004,-0.26,3.3,3.31,36632.1282396088,0.9272765281173594,-0.92,219,190,ST中孚,铝,1
0.4,-0.5,6.73,6.74,21263.922627737225,1.0804885644768858,-0.92,220,191,中电环保,环境保护,1
0.49,-0.8,11.2,11.15,33065.684233576634,0.6191214111922141,-0.92,215,196,鲁泰A,纺织,1
0.32,-0.37,4.66,4.66,26683.199026763996,0.2198394160583942,-0.93,219,192,本钢板材,普钢,1
0.62,-0.6000000000000001,7.49,7.46,36297.515547445255,1.402040389294404,-0.93,216,195,新时达,电器仪表,1
0.37,-0.43,5.4,5.43,16377.059124087593,0.9094834549878346,-0.93,231,180,吉林森工,软饮料,1
0.36,-0.38,4.66,4.66,29005.86489051095,0.9265766423357664,-0.93,230,181,大西洋,钢加工,1
0.5700000000000001,-0.63,6.67,6.28,61430.778383863086,2.9018022004889974,-0.93,214,195,*ST高升,互联网,1
0.37,-0.35000000000000003,4.2,4.23,61883.80759124088,1.6664355231143548,-0.93,215,196,中超控股,电气设备,1
0.68,-0.76,8.8,8.08,47902.57698296837,1.091242579075426,-0.93,208,203,慈星股份,纺织机械,1
0.71,-0.88,10.0,10.02,50535.15192214112,1.8719591240875908,-0.93,216,195,巴安水务,环境保护,1
0.79,-0.68,10.49,10.55,26765.615679012342,1.3933471604938272,-0.94,207,198,保利联合,化工原料,1
0.56,-0.61,6.73,6.2,56385.08819951338,1.315223600973236,-0.95,226,185,天富能源,火力发电,1
3.36,-3.78,40.49,37.79,30903.56880778589,3.5664218978102187,-0.95,208,203,恒锋工具,机械基件,1
0.85,-0.76,9.61,9.48,20255.51586374696,0.8497944038929441,-0.95,218,193,上工申贝,纺织机械,1
0.93,-0.8200000000000001,11.42,11.4,26943.19145728643,1.3216314070351758,-0.96,207,191,博深股份,轻工机械,1
1.42,-1.56,15.4,15.61,30878.655243902438,4.443406097560977,-0.96,222,188,横河模具,塑料,1
0.91,-0.8200000000000001,10.26,10.42,56963.925109489064,2.5474827250608274,-0.96,202,209,旗天科技,多元金融,1
0.54,-0.5700000000000001,6.75,6.6,18103.317323600968,1.4799630170316302,-0.97,224,187,正丹股份,化工原料,1
1.24,-1.08,14.8,13.63,43264.034160583935,2.2355099756691,-0.97,207,204,全信股份,电气设备,1
0.9,-2.11,25.78,25.85,31783.670632603404,0.48546569343065704,-0.97,223,188,厦门空港,机场,1
0.33,-0.36,3.98,3.64,48143.76863746958,1.0363491484184917,-0.98,239,172,阳煤化工,农药化肥,1
0.36,-0.26,4.03,3.97,38338.95231143552,0.4865391727493917,-0.99,213,198,凌钢股份,普钢,1
0.56,-0.59,7.9,7.8,58082.109002433084,0.7353396593673966,-0.99,214,197,长江传媒,出版业,1
0.61,-0.6900000000000001,7.25,7.21,98885.30170316303,0.9446914841849148,-0.99,212,199,国际医学,医疗保健,1
1.1,-1.11,15.56,15.47,80873.86180048661,0.6068703163017032,-1.0,202,209,天虹股份,百货,1
0.51,-0.47,5.69,5.61,25633.49296836983,1.2463296836982969,-1.0,207,204,扬子新材,其他建材,1
0.54,-0.62,7.4,7.38,28279.480364963507,1.3038739659367398,-1.0,204,207,方正电机,纺织机械,1
0.86,-0.76,11.23,11.26,20279.70330900243,0.7832489051094891,-1.0,190,221,华东数控,机床制造,1
0.8200000000000001,-0.88,9.9,9.91,30315.814825,1.6251645,-1.01,212,188,南纺股份,商贸代理,1
0.81,-0.73,8.91,8.86,63955.35834549879,1.2880121654501218,-1.01,230,181,西藏城投,区域地产,1
0.71,-0.53,7.5,7.79,15951.389270072994,1.1296703163017028,-1.02,232,179,江西长运,公共交通,1
0.78,-0.73,10.05,10.15,20955.27800486618,0.8913654501216545,-1.02,210,201,雪迪龙,环境保护,1
1.07,-1.03,11.8,11.8,28164.45128953772,2.726611192214112,-1.02,217,194,宝色股份,专用机械,1
1.06,-1.11,12.25,12.47,36832.71598540147,3.0457686131386854,-1.03,214,197,天域生态,环境保护,1
0.93,-0.89,10.42,10.27,32658.74704878049,1.609656829268293,-1.03,209,201,*ST美讯,通信设备,1
1.38,-1.59,17.85,18.09,102403.10851581508,2.4375980535279806,-1.03,212,199,金能科技,化工原料,1
1.18,-1.73,19.28,19.5,26957.953187347928,1.6712566909975668,-1.04,211,200,今创集团,运输设备,1
0.74,-0.86,9.15,9.16,20042.258710462287,0.9833654501216544,-1.04,218,193,岭南控股,酒店餐饮,1
0.5,-0.52,6.1,6.1,58228.153284671534,0.8693773722627737,-1.04,216,195,科达洁能,专用机械,1
0.26,-0.30000000000000004,3.09,2.99,57670.247682926834,1.7586417073170737,-1.04,216,194,*ST梦舟,铜,1
0.15,-0.16,3.16,3.1,28617.37914878049,1.6589102439024388,-1.05,210,200,*ST升达,供气供热,1
0.52,-0.5700000000000001,7.32,7.29,64831.312165450116,0.8518613138686132,-1.05,220,191,开滦股份,煤炭开采,1
1.01,-1.16,14.73,14.81,20499.874097560976,0.8765448780487805,-1.06,214,196,西藏旅游,旅游景点,1
0.96,-1.15,14.44,14.48,14041.348369829682,0.3230416058394161,-1.06,215,196,华建集团,建筑工程,1
0.41,-0.4,4.83,4.89,96597.80717761557,2.0394389294403896,-1.06,208,203,艾格拉斯,互联网,1
0.4,-0.37,4.41,4.48,20279.712390243898,0.5762080487804877,-1.06,210,200,*ST平能,煤炭开采,1
0.35000000000000003,-0.33,4.16,4.2,22064.431922141117,0.6820613138686132,-1.07,223,188,郑州煤电,煤炭开采,1
0.37,-0.35000000000000003,4.07,4.08,30064.888442822383,1.1910800486618005,-1.07,224,187,丽鹏股份,建筑工程,1
0.39,-0.51,5.38,5.44,51635.771926829264,1.7063314634146345,-1.08,207,203,*ST松江,区域地产,1
0.6900000000000001,-0.56,8.08,8.01,29907.97309002433,0.8644788321167884,-1.08,218,193,中材节能,环境保护,1
1.56,-1.51,18.38,18.41,45412.775231143554,2.8841788321167883,-1.08,204,207,汇嘉时代,百货,1
0.6000000000000001,-0.5,6.67,6.62,32630.259009900987,1.4580490099009902,-1.09,218,186,浩物股份,汽车配件,1
0.8300000000000001,-0.89,10.05,9.98,85948.99148418491,0.8388800486618004,-1.09,215,196,中国核建,建筑工程,1
0.30000000000000004,-0.33,3.32,3.3,79552.88179551122,0.8797436408977556,-1.09,213,188,淮河能源,水运,1
0.4,-0.34,4.8,4.86,46689.825547445245,0.4215155717761557,-1.09,219,192,冀中能源,煤炭开采,1
0.14,-0.29,3.9,4.0,80853.85133819951,0.4539562043795621,-1.09,230,181,广深铁路,铁路,1
0.16,-0.23,3.59,3.5700000000000003,34400.49866180049,0.11942262773722627,-1.09,219,192,大唐发电,火力发电,1
0.48,-0.51,5.29,5.29,36017.49615571777,1.1475301703163017,-1.09,233,178,沈阳化工,化工原料,1
1.09,-1.09,14.6,14.51,57952.64695863747,0.9398233576642336,-1.1,211,200,北方国际,建筑工程,1
0.46,-0.47,5.6,5.55,55706.156341463415,0.659770731707317,-1.1,218,192,隆鑫通用,摩托车,1
0.33,-0.36,3.9,3.71,27664.67496992481,1.5084295739348372,-1.11,199,200,ST中捷,纺织机械,1
0.54,-0.64,6.65,6.67,37074.00459854015,4.047607299270073,-1.13,224,187,国芳集团,百货,1
0.89,-1.15,14.44,14.45,17048.076326034065,1.8795917274939176,-1.13,222,189,常青股份,汽车配件,1
0.99,-1.11,13.6,13.72,65745.5551662404,2.8586056265984654,-1.13,199,192,普路通,仓储物流,1
0.9,-1.07,12.08,12.03,34281.79257907542,0.9872367396593676,-1.13,198,213,柯利达,装修装饰,1
0.73,-0.84,8.2,8.44,105160.70282828283,2.5320472222222223,-1.13,201,195,乾照光电,半导体,1
0.68,-0.78,9.18,9.28,91173.94848410758,2.6967674816625915,-1.13,236,173,荣之联,软件服务,1
1.09,-1.01,13.7,13.8,64646.763844282235,2.4726498783454987,-1.14,210,201,永安药业,化学制药,1
0.24,-0.38,5.49,5.49,102686.01021897807,0.6092459854014599,-1.15,231,180,新兴铸管,钢加工,1
0.79,-0.76,9.05,8.85,93942.09785888078,2.479670559610706,-1.15,205,206,顺利办,互联网,1
0.59,-0.56,7.26,7.36,54194.20192214113,2.365373479318735,-1.15,212,199,国创高新,房产服务,1
1.2,-1.32,13.6,13.41,48345.03700729928,2.4406503649635036,-1.16,191,220,开元股份,文教休闲,1
1.27,-1.52,17.1,17.22,21267.029708029197,1.1325676399026765,-1.16,223,188,大庆华科,化工原料,1
1.31,-1.45,13.17,14.48,24423.982360097325,1.1465109489051095,-1.16,222,189,世龙实业,化工原料,1
0.84,-0.66,9.94,10.0,20446.785085158146,1.0659038929440392,-1.17,222,189,贵绳股份,钢加工,1
3.46,-2.53,39.68,40.31,90791.5420924574,4.56539902676399,-1.17,181,230,深圳新星,铝,1
0.47,-0.96,12.54,12.52,13392.214306569344,0.9341352798053528,-1.18,233,178,宏达高科,纺织,1
0.36,-0.31,4.26,4.45,70308.37518248176,0.4877279805352799,-1.19,226,185,天地科技,工程机械,1
0.73,-0.59,8.51,8.31,64494.11776155718,1.4222004866180047,-1.19,206,205,天原集团,化工原料,1
0.9,-0.81,10.1,10.31,51884.238609756096,3.5517263414634144,-1.2,202,208,爱迪尔,服饰,1
1.81,-1.78,20.61,20.79,77366.08474452556,5.470486618004865,-1.2,215,196,风语筑,文教休闲,1
0.47,-0.46,5.4,5.19,33868.50732360097,1.402329927007299,-1.21,219,192,兴化股份,化工原料,1
0.87,-0.76,9.6,9.97,38783.993527980536,0.4562330900243309,-1.21,227,184,五矿发展,商贸代理,1
0.28,-0.47,6.29,6.32,92413.94598540149,0.8089596107055961,-1.21,215,196,奥瑞金,广告包装,1
0.16,-0.16,3.42,3.26,33735.585978835974,1.83383835978836,-1.21,190,188,*ST工新,综合类,1
0.52,-0.41,5.8,5.76,52853.109002433084,0.6956462287104622,-1.21,214,197,大同煤业,煤炭开采,1
0.35000000000000003,-0.35000000000000003,4.78,4.85,54879.122311435516,2.5112274939172754,-1.21,213,198,融捷健康,医疗保健,1
0.32,-0.51,6.74,6.7,91663.5403892944,0.6949442822384431,-1.22,211,200,阳泉煤业,煤炭开采,1
0.33,-0.31,4.3,4.3,40208.07935400517,1.2054403100775195,-1.22,197,190,金浦钛业,化工原料,1
1.48,-1.36,16.72,16.97,19646.07133819952,1.94358199513382,-1.22,212,199,优德精密,专用机械,1
0.47,-0.43,4.98,5.15,63071.72221411193,2.61373600973236,-1.23,214,197,西部资源,综合类,1
0.15,-0.37,5.09,5.06,68589.79513381996,0.11961338199513386,-1.23,223,188,浙能电力,火力发电,1
1.33,-1.43,16.26,16.23,76524.4690997567,1.8409552311435529,-1.23,187,224,喜临门,家居用品,1
2.15,-2.02,23.18,23.64,24955.77479318736,1.7530615571776158,-1.24,210,201,凯众股份,汽车配件,1
1.41,-1.45,16.25,16.48,22896.271557177613,2.8090596107055963,-1.25,232,179,达威股份,化工原料,1
0.8300000000000001,-0.8,9.34,9.11,67447.96240586798,6.210352078239608,-1.25,209,200,ST凯瑞,互联网,1
1.63,-1.48,18.33,18.41,18759.20790754258,2.5447992700729927,-1.25,237,174,海鸥股份,机械基件,1
0.64,-0.67,8.14,7.64,41793.10767901234,1.8191911111111112,-1.25,201,204,宝馨科技,机械基件,1
1.43,-1.4,17.9,17.55,25630.857396593678,2.6265995133819957,-1.25,216,195,威星智能,电器仪表,1
0.45,-0.45,5.55,5.52,24827.138564476885,1.6796141119221413,-1.26,223,188,山东墨龙,化工机械,1
0.6000000000000001,-0.71,8.18,8.29,82483.92532846714,0.3104121654501217,-1.26,214,197,泛海控股,多元金融,1
1.05,-1.07,12.72,11.6,20395.9701946472,2.8633114355231135,-1.26,227,184,美力科技,机械基件,1
0.8,-0.76,9.62,9.6,26625.306861313868,1.1330386861313868,-1.27,208,203,红星发展,化工原料,1
0.61,-0.8,8.3,8.24,15779.17102051282,1.409487435897436,-1.27,214,176,*ST商城,百货,1
0.78,-0.8200000000000001,10.5,10.85,90672.66496350367,0.996814111922141,-1.27,222,189,创业环保,环境保护,1
1.27,-1.17,14.08,14.55,34745.46162773722,2.2696863746958638,-1.28,214,197,宁波富邦,铝,1
1.04,-0.93,13.57,13.71,42250.54136253041,1.1588600973236012,-1.28,227,184,淮北矿业,煤炭开采,1
0.27,-0.30000000000000004,3.24,3.21,37914.9266,1.086931951219512,-1.29,214,196,*ST德豪,家用电器,1
0.81,-0.77,9.58,9.86,33620.05793187348,2.8663761557177616,-1.29,219,192,鞍重股份,工程机械,1
0.62,-0.71,7.48,7.1,42605.93472019464,1.1138549878345498,-1.29,214,197,安彩高科,供气供热,1
1.02,-1.52,15.8,15.23,64366.608856447696,3.108424087591241,-1.29,212,199,天际股份,家用电器,1
0.79,-0.78,9.38,9.16,26021.717761557178,1.3179800486618003,-1.3,221,190,开能健康,环境保护,1
0.51,-0.54,6.78,6.86,16538.73187347932,0.8092642335766425,-1.3,220,191,海螺型材,其他建材,1
0.37,-0.38,4.16,4.04,66871.23721674876,2.6015,-1.3,216,190,惠博普,石油开采,1
0.36,-0.34,3.93,3.97,62052.04665853657,2.767803170731708,-1.3,213,197,*ST华塑,医疗保健,1
0.6900000000000001,-0.63,8.16,8.14,25154.105693430658,0.5895652068126521,-1.31,208,203,伟星股份,服饰,1
0.25,-0.30000000000000004,2.92,2.91,43185.18276283618,1.6779523227383863,-1.31,224,185,*ST中南,影视音像,1
0.51,-0.56,7.63,7.82,89966.96144607842,1.1922497549019608,-1.31,210,198,宝鹰股份,装修装饰,1
0.52,-0.5700000000000001,5.7,5.72,21758.744126829268,1.2157953658536589,-1.31,215,195,*ST海华,机床制造,1
0.58,-0.81,8.81,8.93,97229.32384428225,4.040531386861313,-1.32,204,207,富瑞特装,化工机械,1
0.68,-0.71,8.08,8.12,43232.036350364964,1.6799340632603406,-1.32,207,204,长江健康,化学制药,1
0.65,-0.6000000000000001,7.21,7.28,82972.21391727494,2.561357177615572,-1.32,210,201,青岛金王,日用化工,1
0.37,-0.33,4.2,4.07,58086.86044390244,2.208520731707317,-1.32,214,196,*ST海创,旅游服务,1
0.95,-1.14,12.8,12.62,42646.2698053528,0.7118408759124087,-1.32,215,196,明泰铝业,铝,1
1.65,-1.5,19.7,19.8,14068.118442822382,1.2834756690997569,-1.32,213,198,泰禾光电,专用机械,1
0.58,-0.8200000000000001,10.47,10.28,44010.08646341464,0.8552341463414634,-1.33,205,205,鄂尔多斯,小金属,1
0.44,-0.45,4.8100000000000005,4.87,53429.69470171149,3.7027792176039123,-1.33,224,185,*ST九有,互联网,1
0.17,-0.17,3.76,3.58,19236.59524390244,1.5102024390243902,-1.33,207,203,*ST富控,互联网,1
2.59,-2.64,32.92,32.92,57152.95085158151,0.7321659367396595,-1.34,227,184,大商股份,百货,1
1.22,-1.15,14.2,13.8,24827.262895377127,1.6185868613138688,-1.34,216,195,康普顿,石油加工,1
0.6000000000000001,-0.73,7.0,7.29,93150.59138686133,2.1019092457420925,-1.34,230,181,软控股份,软件服务,1
0.6900000000000001,-0.72,10.23,10.62,15584.077031630171,0.4039501216545012,-1.34,219,192,会稽山,红黄酒,1
0.5700000000000001,-0.56,7.84,7.87,34765.252068126516,0.7364007299270073,-1.35,204,207,七匹狼,服饰,1
0.4,-0.52,7.04,7.03,17890.454598540146,0.9037824817518249,-1.36,218,193,桂林旅游,旅游景点,1
0.72,-0.72,8.71,8.73,14258.582189781024,0.8394340632603406,-1.37,224,187,通用股份,汽车配件,1
0.45,-0.78,8.2,8.14,41004.890389294414,1.2373961070559611,-1.37,220,191,利群股份,百货,1
0.37,-0.41,6.09,6.13,26926.64739659368,0.4080002433090025,-1.37,215,196,百隆东方,纺织,1
0.59,-0.65,7.6,7.56,64065.106399026765,3.191126277372263,-1.37,224,187,泰山石油,石油贸易,1
2.19,-2.5700000000000003,28.48,28.79,60759.73965936741,3.6317428223844286,-1.38,209,202,地素时尚,服饰,1
1.5,-1.61,17.0,16.52,48397.3900973236,3.595574209245742,-1.38,218,193,中环环保,环境保护,1
0.96,-1.25,16.0,15.95,92459.48418491485,0.6069849148418491,-1.39,213,198,中集集团,轻工机械,1
0.26,-0.47,5.51,5.5,69949.60535279804,0.15963479318734794,-1.4,214,197,中煤能源,煤炭开采,1
0.66,-0.5700000000000001,7.27,7.26,97154.97274939172,2.567957177615572,-1.4,217,194,成都路桥,建筑工程,1
0.76,-0.6900000000000001,8.75,8.41,34756.37576829269,1.8031804878048776,-1.4,201,209,*ST蓝丰,农药化肥,1
0.87,-0.86,10.09,10.09,28452.412749391733,1.4050788321167882,-1.4,223,188,海伦钢琴,文教休闲,1
0.79,-0.72,9.15,9.21,24313.591897810216,0.8939785888077859,-1.41,224,187,文科园林,建筑工程,1
1.1,-1.1,14.35,14.58,22979.506520681265,0.5140581508515815,-1.42,209,202,精锻科技,汽车配件,1
0.95,-1.58,18.93,19.06,8548.347274939173,0.2363445255474453,-1.42,210,201,新华百货,百货,1
1.82,-1.43,20.63,20.19,58580.77136253043,1.7498043795620437,-1.42,213,198,吉华集团,染料涂料,1
0.92,-0.8300000000000001,10.1,10.1,35221.95778588808,0.7711065693430657,-1.43,219,192,招商公路,路桥,1
0.21,-0.22,4.5,4.32,28957.082341463418,1.0113507317073172,-1.43,217,193,ST安泰,焦炭加工,1
0.58,-0.64,8.0,8.09,17398.814184914845,0.9288197080291972,-1.43,212,199,昇兴股份,广告包装,1
0.54,-0.5,5.78,5.89,48580.998134146335,2.5862017073170733,-1.44,215,195,ST天成,电气设备,1
0.58,-0.59,8.08,8.11,13274.2402919708,0.7427824817518249,-1.44,215,196,金瑞矿业,化工原料,1
0.74,-0.78,8.89,8.41,71393.6822195122,3.6643853658536583,-1.44,221,189,赛摩智能,电器仪表,1
0.37,-0.67,8.26,8.29,69137.24793187347,1.1083931873479318,-1.45,218,193,福星股份,区域地产,1
0.55,-0.5700000000000001,6.1,6.17,48986.96476885644,1.5837639902676397,-1.45,209,202,澳洋健康,化纤,1
0.8300000000000001,-1.37,15.05,15.08,26578.751995133818,1.009162773722628,-1.46,212,199,英特集团,医药商业,1
1.22,-1.18,14.25,14.15,46765.91569343067,3.596900729927007,-1.46,219,192,蓝海华腾,电气设备,1
0.64,-0.7000000000000001,7.5,7.0,46724.724355231156,1.9503922141119223,-1.46,217,194,长方集团,半导体,1
0.37,-0.37,3.98,4.08,35852.255061124684,1.0524765281173594,-1.47,221,188,ST中葡,红黄酒,1
0.49,-0.62,7.72,7.86,60837.05644768858,0.5128206812652069,-1.47,229,182,中储股份,仓储物流,1
1.25,-1.24,14.26,14.56,90209.42347931874,2.066378832116788,-1.48,225,186,上海物贸,商贸代理,1
0.30000000000000004,-0.30000000000000004,3.8,3.75,60497.9703163017,0.7242476885644769,-1.49,211,200,新集能源,煤炭开采,1
1.04,-1.11,11.95,11.83,72151.93399026764,1.8024948905109488,-1.49,197,214,兴民智通,汽车配件,1
0.5,-0.8200000000000001,9.46,9.56,62845.19167883213,1.5850194647201945,-1.49,215,196,西藏矿业,小金属,1
1.22,-1.17,14.4,13.9,82428.09708029196,1.8556238442822384,-1.49,210,201,美凯龙,其他商业,1
0.98,-1.07,11.41,11.25,15310.466374695865,0.6323669099756691,-1.49,217,194,四通股份,陶瓷,1
0.41,-0.37,4.46,4.55,38111.08710462287,1.0419622871046228,-1.5,214,197,天房发展,区域地产,1
1.1,-0.94,12.08,12.17,29445.764960629916,0.6079367454068241,-1.51,199,182,万泽股份,生物制药,1
0.58,-0.6000000000000001,6.45,6.35,57680.09557177615,4.171604622871047,-1.52,207,204,*ST长动,影视音像,1
0.54,-0.61,5.99,6.15,72520.60673170732,3.171338536585365,-1.52,215,195,*ST六化,农药化肥,1
1.73,-1.96,19.25,20.35,62301.20172749393,5.600403163017031,-1.53,207,204,华通热力,供气供热,1
0.7000000000000001,-0.8200000000000001,9.95,9.94,15687.30389294404,1.8730722627737224,-1.54,233,178,哈森股份,服饰,1
0.24,-0.28,3.99,4.02,65030.177883211676,0.8877946472019463,-1.54,209,202,安阳钢铁,普钢,1
0.75,-0.76,8.84,8.9,51762.79442822384,1.0500659367396592,-1.55,214,197,亚宝药业,中成药,1
1.37,-1.57,18.17,18.01,25823.7194647202,0.1724243309002433,-1.55,206,205,中国国贸,园区开发,1
1.07,-1.01,13.66,13.61,21483.162384428233,0.6503437956204379,-1.56,211,200,全聚德,酒店餐饮,1
0.41,-0.43,4.53,4.53,35866.002384428226,1.1931912408759124,-1.56,219,192,西宁特钢,特种钢,1
0.7000000000000001,-0.54,8.0,7.72,70653.30324390244,1.9705265853658536,-1.57,200,210,京汉股份,全国地产,1
0.95,-1.04,10.4,10.4,32897.973406862744,0.7843541666666667,-1.58,219,189,中房股份,区域地产,1
1.02,-1.17,12.39,11.75,41372.9528025,1.073269,-1.58,201,199,*ST经开,园区开发,1
1.62,-1.5,18.22,18.43,86382.09888077859,2.172994647201947,-1.59,212,199,海兰信,软件服务,1
1.29,-1.34,16.5,16.83,60043.4893673966,6.060035279805352,-1.6,215,196,熙菱信息,软件服务,1
1.58,-1.38,19.4,19.45,25884.52899755501,0.561758435207824,-1.6,189,220,华懋科技,汽车配件,1
1.73,-2.55,27.68,27.77,59402.78167883213,1.4361218978102188,-1.6,201,210,福建金森,林业,1
0.47,-0.46,5.25,5.2,47116.414306569335,1.4616313868613138,-1.61,220,191,胜利股份,供气供热,1
0.72,-0.68,7.6,7.87,61294.67574209245,1.3847,-1.61,215,196,重药控股,医药商业,1
0.81,-0.8300000000000001,9.6,9.5,63230.28545012166,0.5126576642335766,-1.61,197,214,嘉凯城,全国地产,1
0.7000000000000001,-0.88,9.15,9.33,103615.96593673962,3.9354506082725065,-1.61,207,204,银禧科技,塑料,1
0.93,-0.91,14.03,14.0,62963.09228710463,0.8977622871046229,-1.61,203,208,东江环保,环境保护,1
4.14,-4.91,63.33,62.78,85299.72652068124,2.884159367396593,-1.62,201,210,科沃斯,家用电器,1
0.61,-0.58,7.01,7.12,42687.47148418492,1.1177026763990268,-1.63,214,197,国联水产,渔业,1
0.7000000000000001,-0.55,8.11,7.81,54256.029635036495,1.5859683698296836,-1.64,209,202,双环传动,机械基件,1
1.3,-1.66,15.89,16.89,84557.72832116789,7.366561313868612,-1.64,222,189,川恒股份,化工原料,1
0.71,-0.79,9.6,9.49,80325.96605839416,3.2382464720194637,-1.64,224,187,思美传媒,广告包装,1
2.11,-2.37,28.38,27.77,31678.729659367404,0.3403004866180049,-1.65,209,202,莱克电气,家用电器,1
0.75,-0.79,9.08,9.27,37298.18255528256,2.3544982800982797,-1.65,204,203,唐德影视,影视音像,1
0.6900000000000001,-0.73,8.05,8.2,22821.718,0.5641536585365854,-1.66,204,206,云南旅游,旅游景点,1
0.86,-0.91,10.2,10.33,41693.3699513382,1.6013965936739658,-1.66,215,196,罗平锌电,铅锌,1
1.3,-1.16,14.09,14.25,21646.57165450121,1.0580055961070558,-1.66,213,198,深华发A,元器件,1
0.89,-1.15,14.3,14.3,37834.05622871046,0.6761902676399028,-1.67,209,202,光电股份,专用机械,1
1.45,-1.29,17.57,17.16,24112.542481751832,1.6513026763990268,-1.67,208,203,中亚股份,专用机械,1
0.51,-0.53,5.98,5.5600000000000005,50800.86290975611,1.7491912195121948,-1.67,204,206,ST远程,电气设备,1
0.65,-0.7000000000000001,8.18,8.18,53742.82233576643,2.0713542579075424,-1.68,216,195,康芝药业,化学制药,1
0.5,-0.51,5.76,5.85,60317.783090024335,2.213701703163017,-1.68,225,186,曙光股份,汽车整车,1
0.44,-0.41,5.19,4.8,71021.06834549879,4.5756917274939175,-1.68,210,201,华谊嘉信,广告包装,1
