industry,name,max_change,min_change,start,end,amount,turn,change,up_count,down_count
家用电器,石头科技,228.98,-38.1,487.13,500.1,411091.25,6.4648112499999995,102.68,37,43
软件服务,深信服,16.6,-20.95,211.02,212.83,217265.399513382,1.7666793187347931,101.39,205,206
医疗保健,昭衍新药,8.58,-7.35,129.0,130.0,131789.73552311436,2.637284428223844,101.28,237,174
化学制药,司太立,8.0,-4.47,84.08,87.97,86498.82576642335,1.5159520681265206,98.87,219,192
医疗保健,英科医疗,10.0,-5.17,113.01,116.0,118097.04007299269,3.1455104622871044,98.71,224,187
染料涂料,三棵树,8.0,-9.13,128.1,128.09,81220.0406326034,1.0391620437956204,98.13,211,200
医疗保健,通策医疗,6.22,-11.0,147.5,147.61,281777.44355231145,1.0005941605839415,97.14,221,190
白酒,五粮液,10.39,-12.62,162.65,162.61,3070912.3503649635,0.7778209245742094,96.77,216,195
橡胶,震安科技,10.26,-11.38,117.29,114.1,100626.1350909091,8.488356902356902,96.72,165,132
环境保护,玉禾田,13.0,-9.22,140.2,140.9,303358.1557894737,9.159801052631579,95.27,56,39
农业综合,牧原股份,9.07,-8.6,134.12,133.7,1275246.2063260342,1.3528868613138685,94.46,223,188
白酒,山西汾酒,9.93,-9.17,136.0,135.37,426265.42287104623,0.7340099756690996,94.04,213,198
电气设备,宁德时代,14.89,-13.81,167.2,169.89,1516105.6228710462,2.365675182481752,93.26,208,203
通信设备,亿联网络,10.71,-9.89,118.0,117.78,226480.78929440392,2.2178250608272507,90.35,222,189
化学制药,天宇股份,8.8,-8.9,108.0,109.41,156631.67664233575,6.580938442822384,90.18,228,183
软件服务,恒生电子,8.74,-8.87,111.37,111.36,1339738.8807785888,2.324221654501216,89.4,218,193
生物制药,华熙生物,37.31,-9.03,138.77,138.6,254967.21199999997,6.079772,88.81,81,69
化学制药,贝达药业,7.5,-7.42,118.88,121.36,242088.25085158154,1.6833720194647201,88.66,215,196
医疗保健,健帆生物,7.28,-8.31,121.4,121.6,196782.82457420925,1.613839902676399,88.15,225,186
医疗保健,华大基因,10.87,-8.56,145.5,148.3,496623.5596107056,2.573446472019464,87.8,224,187
半导体,芯源微,37.53,-18.1,158.87,159.56,483798.25409836066,24.534338524590165,86.55,64,58
软件服务,同花顺,13.36,-14.6,144.0,147.32,1039628.0583941606,4.0163433090024325,86.43,214,197
通信设备,锐明技术,16.72,-17.3,167.01,173.0,331116.58429752063,12.063423140495868,85.2,64,57
食品,安井食品,6.64,-5.06,118.88,119.4,106326.49878345498,1.3355326034063262,83.05,207,204
医疗保健,欧普康视,6.8100000000000005,-4.43,76.98,75.98,179563.50802919708,1.6573462287104623,81.17,229,182
医疗保健,美迪西,29.5,-9.97,125.38,124.9,90542.9344370861,9.786611258278146,81.0,89,62
航空,北摩高科,10.15,-6.09,109.0,111.65,688178.5681818184,18.46768787878788,80.94,22,11
电气设备,八方股份,19.11,-10.49,120.99,123.2,245325.61768707482,9.07196598639456,80.76,85,62
元器件,精研科技,12.43,-14.0,147.5,150.0,135956.08917274937,3.1559245742092457,80.72,209,202
软件服务,柏楚电子,175.3,-33.01,243.88,243.88,225945.8514423077,5.996213461538461,80.48,110,98
半导体,晶方科技,11.7,-13.2,133.0,135.7,549812.50729927,4.610397323600973,80.19,220,191
医疗保健,大博医疗,7.68,-6.98,107.1,107.49,81662.04695863747,4.0261177615571775,79.96,232,179
软件服务,博汇科技,98.03,-15.04,125.95,131.07,761970.5,52.015600000000006,79.22,2,2
化学制药,康龙化成,6.7,-6.07,85.5,86.15,238029.50863392855,6.000296726190475,78.6,182,154
农业综合,湘佳股份,13.04,-7.1,117.0,118.25,555238.8383333334,23.32410277777778,78.36,23,13
通信设备,闻泰科技,15.12,-13.09,165.0,166.33,1225385.6488950276,2.500625138121547,76.59,191,171
其他建材,坚朗五金,6.46,-6.12,88.3,88.42,60478.24649635037,1.5987355231143554,76.22,235,176
软件服务,中孚信息,9.13,-8.19,103.73,101.8,105246.77090243902,3.406743170731708,75.87,222,188
专用机械,帝尔激光,25.39,-16.11,167.1,167.17,175985.61003759396,7.709803007518797,74.96,148,118
半导体,北京君正,10.17,-10.2,134.5,137.64,515619.3300769231,6.977214871794872,74.36,217,173
汽车配件,星宇股份,8.57,-9.5,119.35,118.92,103483.8703163017,0.4827391727493917,72.92,199,212
塑料,洁特生物,63.52,-10.0,111.55,122.04,370669.28541666665,20.711895833333333,70.98,51,45
白酒,古井贡酒,12.24,-14.32,155.6,155.71,323585.82895377127,0.8108457420924575,69.96,208,203
专用机械,浙江鼎力,7.87,-6.98,94.8,97.49,124012.47201946472,0.6074581508515815,68.75,221,190
医疗保健,金域医学,5.74,-6.19,87.0,87.0,184215.92676399028,1.3330939172749392,68.68,220,191
通信设备,广和通,8.26,-9.49,92.15,94.87,188933.14622871045,7.835179318734794,68.51,221,190
食品,盐津铺子,6.84,-10.87,108.01,108.84,92225.88199513382,5.659474209245742,67.8,220,191
医疗保健,佰仁医疗,11.99,-5.52,94.98,95.37,87359.03976377952,9.089951181102363,67.5,75,52
半导体,富瀚微,19.04,-19.09,212.0,211.92,117657.55644768858,5.49553698296837,67.43,210,201
化学制药,药石科技,9.5,-10.26,107.5,106.34,153348.70827250608,2.504536496350365,66.8,204,207
食品,三只松鼠,7.23,-7.6,89.5,90.0,251780.77149339207,9.986425110132158,66.67,129,98
通信设备,映翰通,105.87,-13.38,141.52,140.25,153782.32298850577,11.955544827586207,66.08,43,44
软件服务,中新赛克,15.82,-19.74,199.89,199.9,185430.20437956206,3.152723114355231,66.06,215,196
软件服务,佳华科技,66.2,-11.19,132.0,117.09,280277.36666666664,15.560478333333332,65.64,28,32
环境保护,艾可蓝,8.92,-5.8,89.48,92.3,158899.75829213482,14.620075280898874,65.6,51,38
日用化工,丸美股份,9.04,-7.4,91.95,92.6,199274.01298165138,7.933139449541285,65.51,123,95
食品,良品铺子,5.93,-5.71,82.4,81.09,426297.30034177215,16.42591139240507,65.25,49,30
医疗保健,万孚生物,6.01,-6.98,96.5,95.48,158914.1194647202,1.1949053527980535,65.21,226,185
电气设备,亿纬锂能,7.0,-8.26,82.18,82.65,918688.8498783455,2.8638810218978104,64.62,234,177
中成药,片仔癀,12.34,-9.38,155.5,155.65,478007.71532846714,0.7260941605839415,64.41,219,192
房产服务,新大正,11.77,-5.97,87.17,88.83,100013.46679389312,7.797615267175572,64.25,70,61
电气设备,锦浪科技,11.72,-8.06,80.9,84.1,101461.85510163935,7.625804262295082,63.81,165,140
食品,海天味业,11.38,-6.55,131.0,133.85,378834.5496350365,0.14147737226277374,63.34,223,188
食品,日辰股份,6.91,-6.36,83.41,83.0,94432.2709896907,7.725315463917526,62.93,108,86
软件服务,左江科技,12.92,-15.29,148.25,152.95,197396.21859615383,10.81646858974359,62.89,97,59
医疗保健,泰格医药,6.8100000000000005,-5.18,86.5,85.79,380559.1871046229,1.3240754257907543,62.58,225,186
旅游服务,中国中免,10.9,-8.2,125.49,126.5,832907.403892944,0.5506425790754258,62.43,226,185
软件服务,卓易信息,28.71,-18.34,140.0,136.5,247218.69448818898,13.567186614173226,61.71,59,68
医药商业,大参林,6.43,-4.51,86.0,89.1,126081.2389294404,2.6522608272506085,61.46,206,205
化学制药,奥翔药业,6.29,-2.8200000000000003,72.6,74.65,37259.77564476885,2.822146228710462,61.11,231,180
电信运营,数据港,8.29,-5.5,91.21,91.21,210712.98369829686,3.184945742092458,60.59,218,193
半导体,澜起科技,50.12,-19.32,115.89,116.05,557410.7049773756,8.904739366515837,60.57,119,102
软件服务,万集科技,10.15,-11.16,115.0,111.63,152777.5899756691,6.483816788321169,60.51,228,183
化学制药,恒瑞医药,5.1,-4.27,99.77,99.74,1561908.284671533,0.49510000000000004,60.26,232,179
染料涂料,松井股份,57.52,-6.77,94.5,96.35,731446.1428571428,45.490828571428565,59.87,4,3
化学制药,药明康德,8.55,-8.13,117.99,117.38,729727.8710462287,2.0812209245742097,59.77,214,197
医药商业,益丰药房,5.69,-4.24,103.49,103.52,148093.83358024692,0.5558876543209876,59.42,210,195
元器件,博创科技,10.06,-13.2,125.52,132.0,83226.30924574207,3.5585673965936735,58.98,223,188
专用机械,捷佳伟创,7.14,-5.67,81.93,82.25,183211.05523114355,4.64098905109489,58.31,221,190
食品,天味食品,5.92,-5.6,56.99,58.39,177446.85953146854,9.107605244755245,57.75,156,130
软件服务,宝兰德,24.11,-18.62,183.55,186.5,132620.33267973855,11.85482026143791,56.8,74,79
化工原料,华特气体,29.84,-11.62,94.59,96.5,310187.650877193,16.59762543859649,56.69,59,55
仓储物流,密尔克卫,8.3,-7.29,98.0,98.89,103094.74450121653,5.748679805352799,56.61,233,178
医疗保健,正海生物,8.37,-7.72,93.95,94.02,93863.57980535281,3.1528462287104624,56.44,219,192
软件服务,盛视科技,16.2,-6.31,103.47,103.47,663869.5338888889,23.699372222222223,55.25,12,6
医疗保健,三友医疗,15.04,-5.15,68.61,75.17,264259.870212766,12.529912765957452,54.21,28,19
电器仪表,华盛昌,6.55,-5.91,69.26,69.26,653183.5161860465,34.78118139534884,53.79,27,16
生物制药,智飞生物,5.28,-5.16,92.51,95.19,608592.7566909975,1.3641362530413625,53.7,229,182
通信设备,新易盛,6.89,-8.02,78.0,80.19,310424.49805352796,5.00919391727494,53.66,225,186
生物制药,特宝生物,27.06,-6.25,62.2,62.0,161195.19595959596,10.305174747474746,53.41,56,43
工程机械,恒立液压,4.66,-5.05,76.07,76.07,173351.93819951336,0.5118810218978103,53.13,210,201
半导体,瑞芯微,6.98,-7.7,78.01,80.21,389854.2639555556,14.091605555555558,53.12,56,34
半导体,博通集成,12.75,-13.38,142.0,143.0,371227.8745888502,12.598466550522648,53.09,154,133
食品,金丹科技,9.91,-4.74,76.61,75.9,387999.17842105264,27.25351842105263,52.27,27,11
通信设备,天箭科技,13.19,-11.55,108.0,115.5,324779.9723174603,20.664653968253972,52.2,41,22
摩托车,春风动力,5.34,-4.59,69.37,69.0,62050.18238442822,2.9700447688564475,51.65,210,201
化学制药,健友股份,4.16,-4.5600000000000005,64.31,64.0,116243.03892944039,0.9483588807785888,51.39,213,198
中成药,西藏药业,6.15,-3.5,65.0,67.64,86600.15897810218,1.4887391727493917,50.45,214,197
染料涂料,容大感光,7.05,-7.5,77.0,77.58,229918.77109725683,13.364050872817955,49.87,215,186
半导体,上海新阳,5.97,-6.9,67.1,69.45,565931.9790754258,5.56106107055961,49.5,222,189
白酒,泸州老窖,7.07,-8.26,97.8,98.07,892298.0194647202,0.8601644768856448,49.45,220,191
软件服务,中国软件,8.53,-9.47,94.5,94.8,1468498.5158150853,5.2417299270073,49.33,210,201
软件服务,光云科技,27.23,-5.87,73.1,73.67,677080.2121212122,37.76856363636363,49.02,19,14
建筑工程,华图山鼎,6.31,-6.6,73.51,73.96,63598.42351010101,4.842490151515151,48.96,204,192
医疗保健,泰林生物,8.07,-8.29,91.25,82.95,112923.53221568625,13.808068627450979,48.8,55,47
元器件,龙磁科技,8.8,-8.22,90.39,82.17,148159.86155555554,11.838866666666666,48.22,14,4
影视音像,芒果超媒,4.48,-4.29,61.96,62.64,264542.32811735943,1.4686388753056232,47.75,212,197
电信运营,奥飞数据,6.55,-7.48,73.45,74.78,179881.2919708029,6.952758150851581,47.6,220,191
软件服务,指南针,6.31,-6.93,67.34,69.37,476587.5659225352,17.368121126760563,47.47,87,55
化学制药,泽璟制药-U,40.83,-7.83,82.0,81.8,280504.1905263158,7.403626315789473,47.29,50,45
电气设备,英杰电气,15.7,-15.57,178.0,172.7,275244.3709302325,16.84020465116279,47.13,40,46
生物制药,卫光生物,6.41,-4.26,73.34,73.6,48403.404720194645,2.6037340632603407,46.94,219,192
元器件,立讯精密,3.86,-4.45,54.83,55.27,1799091.5790754259,1.1479046228710463,46.73,221,190
软件服务,虹软科技,36.67,-15.19,98.99,99.81,302301.02760180994,11.751382805429863,46.16,112,109
元器件,方邦股份,47.22,-19.22,135.0,139.2,174137.46832579185,9.105450678733032,46.14,124,97
通信设备,金溢科技,7.5,-7.05,86.51,85.5,196812.5474209246,8.519922384428225,45.98,219,192
化工原料,璞泰来,8.58,-9.6,105.8,103.9,175181.46715328467,1.3864012165450121,45.29,219,192
环境保护,奥福环保,13.23,-7.45,86.2,86.14,74095.13246666668,9.344985333333332,45.28,77,73
食品,西麦食品,16.13,-6.25,83.68,84.4,100007.03475409836,8.554066393442623,44.94,134,110
化学制药,博瑞医药,17.9,-9.15,68.8,69.35,160908.43513513514,9.708866216216215,44.67,89,59
医疗保健,迈克生物,4.98,-2.66,61.97,62.03,149228.14209245745,1.333738199513382,43.95,218,193
食品,绝味食品,4.28,-5.2,69.18,69.15,167333.19878345495,1.5574416058394163,43.64,215,196
软件服务,当虹科技,27.3,-22.64,139.0,139.06,180848.64880000002,10.961963999999998,43.62,63,62
汽车配件,科博达,11.83,-6.26,75.0,75.0,105589.50807228916,5.127375301204819,43.53,83,83
生物制药,双林生物,5.25,-3.21,68.64,68.88,67756.8112,0.6768502500000001,43.52,203,197
软件服务,中科软,8.99,-9.15,105.0,98.9,378053.94368817203,11.398906451612902,43.29,99,87
生物制药,艾德生物,5.66,-7.74,97.15,94.98,102605.0104622871,1.7807737226277374,43.25,219,192
专用机械,亿嘉和,9.82,-8.59,117.0,117.78,79424.06180048663,4.756820194647202,43.22,215,196
化工原料,达志科技,3.6,-3.59,56.0,56.4,23694.103743842363,1.615209359605911,42.92,204,202
软件服务,中科创达,6.7,-6.47,75.0,76.77,468497.5087591241,3.926214841849149,42.19,216,195
软件服务,泛微网络,8.16,-7.54,107.2,107.08,47230.78114355231,0.9511883211678832,41.97,201,210
广告包装,恩捷股份,5.5600000000000005,-5.75,68.1,67.88,280419.3177615572,1.7306664233576639,41.83,205,206
生物制药,我武生物,3.93,-5.8,61.9,62.51,180823.43917274938,1.0523357664233577,41.82,221,190
互联网,优刻得-W,39.72,-17.14,118.0,115.0,470821.05918367347,13.6596,41.56,43,55
软件服务,宝信软件,4.59,-4.01,57.43,57.35,276313.0637469586,1.0586642335766423,41.54,220,191
IT设备,紫晶存储,56.75,-8.33,85.0,78.24,370241.687012987,13.276703896103898,41.53,37,40
化学制药,微芯生物,74.88,-10.24,125.0,102.0,243956.29660194175,8.69628786407767,41.37,106,100
化学制药,普利制药,6.44,-5.65,82.39,82.71,130891.55085158152,1.5496467153284672,41.34,202,209
电器仪表,安车检测,6.45,-7.95,86.29,85.98,78600.74751824817,1.3610082725060826,41.32,209,202
元器件,视源股份,8.82,-8.76,100.01,102.8,133840.11289537715,1.7955301703163016,41.17,214,197
生物制药,康华生物,30.96,10.13,111.46,111.46,1709.0849999999998,0.10999999999999999,41.09,2,0
专用机械,佰奥智能,12.4,-5.8100000000000005,76.39,77.8,187739.2428,21.621706666666668,40.82,11,4
医疗保健,山东药玻,3.16,-2.83,48.99,48.4,141929.6768856448,1.1099807785888076,40.44,216,195
食品,洽洽食品,4.65,-3.59,59.4,58.51,162969.27420924572,1.0696133819951337,40.28,215,196
元器件,金运激光,4.41,-5.02,62.0,58.02,64428.95141119222,1.655916301703163,39.9,221,190
农药化肥,扬农化工,6.53,-4.91,88.18,88.5,186649.98296836982,1.0364501216545012,39.73,214,197
专用机械,艾迪精密,3.21,-2.89,48.3,48.0,44267.70128953771,1.0527124087591242,39.59,211,200
互联网,上海钢联,8.77,-8.04,101.0,100.58,202506.52408759124,1.8157929440389293,39.53,202,209
软件服务,安博通,123.16,-22.2,189.99,180.04,134192.32994652409,9.620750802139039,39.47,99,88
白酒,酒鬼酒,5.15,-4.33,56.61,57.53,390542.78588807787,4.050612165450121,39.31,215,196
化学制药,美诺华,4.24,-2.3,60.17,60.18,114415.73260340633,4.49841897810219,39.31,214,197
软件服务,广联达,3.73,-3.52,62.52,63.58,290852.30510948907,0.9660737226277373,39.13,215,196
医疗保健,热景生物,41.43,-8.05,88.0,89.64,129569.55232558139,14.686220930232556,39.05,81,91
专用机械,瑞松科技,72.46,-7.41,96.77,100.01,114944.61309523809,10.591104761904763,38.95,41,43
矿物制品,金博股份,43.73,-9.7,110.0,97.98,435004.4347826087,26.150760869565215,38.9,11,12
电器仪表,高德红外,4.7,-2.97,52.99,51.7,270410.34111922147,1.470757420924574,38.79,219,192
半导体,聚辰股份,46.28,-16.0,100.8,101.98,302240.92307692306,14.201584615384617,38.37,55,62
生物制药,华兰生物,4.36,-3.81,51.22,51.2,627590.1167883212,1.515120681265207,37.99,230,181
元器件,恒铭达,8.24,-6.37,67.0,68.0,210856.92538855423,13.50624969879518,37.98,171,161
软件服务,拉卡拉,14.64,-7.74,100.0,96.8,311866.33093548386,10.467594982078852,37.59,157,122
化学制药,同和药业,4.07,-2.04,46.9,46.38,41836.54012165451,2.714238442822385,37.47,222,189
电气设备,捷昌驱动,5.5,-7.04,75.97,75.4,131018.71630170316,6.420881751824818,37.44,214,197
元器件,铂科新材,11.54,-10.23,107.76,107.76,104897.76814285715,9.258946428571429,37.14,61,51
专用机械,浙矿股份,7.73,2.53,54.22,54.22,4174.6466666666665,0.41209999999999997,36.65,9,0
医疗保健,仙乐健康,24.08,-8.59,95.36,86.69,95489.00405714287,7.498724000000001,36.58,98,77
机械基件,德马科技,48.68,-4.3,77.0,73.8,448463.0,33.791850000000004,36.43,5,7
塑料,福斯特,4.84,-3.77,53.9,53.32,71465.9706326034,0.3297506082725061,36.3,220,191
医疗保健,爱朋医疗,6.95,-5.11,52.15,51.44,104744.1319863388,10.641829508196722,36.29,203,163
软件服务,航天宏图,30.35,-11.21,73.49,75.1,261140.17782805432,12.949379185520362,36.27,125,96
通信设备,上海瀚讯,8.9,-7.28,98.0,97.93,161806.7301396104,7.3202948051948065,36.24,169,139
矿物制品,赛特新材,60.88,-8.08,79.0,85.0,114715.56818181818,10.053740909090909,36.03,43,45
化学制药,昂利康,10.15,-3.87,60.4,60.98,83238.82860794046,7.426113151364765,35.98,205,198
机械基件,科达利,5.37,-6.84,68.0,68.4,127149.51240875912,3.364853284671532,35.9,208,203
专用机械,拓斯达,5.5,-6.01,78.78,79.0,116737.55473039215,3.5799203431372546,35.79,215,193
出版业,中信出版,6.53,-4.87,53.0,53.2,120409.56475431036,5.891046551724138,35.41,119,113
化学制药,成都先导,26.56,-7.08,54.27,55.9,263615.7619047619,17.647778571428574,35.38,21,21
元器件,鸿远电子,8.91,-6.18,69.51,71.2,247826.66963059703,11.158913059701492,35.37,146,122
中成药,贵州三力,3.87,-3.31,42.2,42.59,433145.11647058825,33.372008823529406,35.24,27,7
医药商业,老百姓,8.22,-4.65,91.85,94.45,124743.75255474451,0.6966951338199513,35.16,213,198
医疗保健,海尔生物,14.94,-4.25,46.99,50.25,212710.68860759496,8.657224683544303,34.9,86,72
软件服务,宇信科技,4.0,-3.82,45.99,46.55,231007.073747449,13.492041581632652,34.49,213,179
其他商业,华致酒行,7.39,-3.79,50.56,51.3,170241.55346268657,7.4845910447761215,34.47,181,154
化工原料,光威复材,4.55,-5.44,64.6,64.2,206975.4710462287,1.5865515815085156,34.28,215,196
塑料,斯迪克,4.96,-5.09,56.03,50.94,144826.37786861314,12.202682481751824,33.8,77,60
医疗保健,振德医疗,4.95,-4.75,55.1,55.67,147784.61652068127,8.397567883211678,33.75,208,203
软件服务,京北方,10.14,-4.22,64.68,62.6,419746.6083333334,18.70178,33.74,18,12
医疗保健,爱尔眼科,3.06,-3.17,50.02,50.02,581548.6691358024,0.695640987654321,33.73,206,199
互联网,电魂网络,4.32,-3.55,49.65,50.81,137711.72506082724,3.2261681265206805,33.73,232,179
通信设备,有方科技,36.26,-11.3,83.19,84.53,221519.77789473688,18.646224210526317,33.65,46,49
汽车配件,德赛西威,5.22,-5.74,57.33,57.44,113455.63430656934,3.0800571776155716,33.32,218,193
啤酒,重庆啤酒,4.11,-4.71,63.6,63.9,130126.94233576642,0.6247445255474452,33.31,228,183
电气设备,凯迪股份,40.74,-9.38,160.87,146.66,254255.5,15.638930769230768,33.06,6,7
元器件,南大光电,3.91,-3.61,44.5,44.47,517945.84184914833,6.92923406326034,32.92,221,190
软件服务,迪普科技,4.94,-4.57,51.65,50.9,204184.3532951389,12.346148263888889,32.81,164,124
生物制药,沃森生物,2.9,-2.72,52.75,53.95,552161.2851581508,1.318957907542579,32.78,219,192
软件服务,顶点软件,10.79,-9.99,118.0,120.0,171750.42676399028,4.174696593673966,32.62,200,211
专用机械,美亚光电,3.5,-3.69,49.02,52.27,127187.10535279804,1.2349683698296838,32.57,223,188
IT设备,智莱科技,13.31,-7.08,80.4,81.46,126656.0914361702,7.8031109929078015,32.51,160,122
专用机械,燕麦科技,41.5,-3.13,68.0,61.18,595588.375,33.274537499999994,32.51,3,5
元器件,华正新材,5.88,-6.87,67.75,68.67,158763.78661800487,5.4291116788321165,32.51,207,204
软件服务,凌志软件,30.44,-4.2,49.19,49.72,576905.1785714285,34.903957142857145,32.44,13,15
装修装饰,中天精装,10.79,3.53,56.86,56.86,180776.94000000003,9.6913,32.34,6,0
医疗保健,凯普生物,3.13,-2.4,44.0,44.6,96088.76639902678,3.549820681265207,32.34,221,190
专用机械,易天股份,9.44,-7.65,81.0,82.5,183600.2685809524,14.594905714285714,32.28,59,46
元器件,芯瑞达,5.71,-4.79,52.9,52.4,417153.4645588235,25.109632352941176,32.28,25,9
综合类,广电计量,3.58,-3.58,44.8,45.41,305219.1733783784,11.015622297297298,32.01,87,61
通信设备,天孚通信,4.8,-5.17,53.8,53.18,133444.83965936743,2.2589688564476886,31.98,215,196
红黄酒,百润股份,3.25,-4.6,47.57,47.38,90871.3708029197,1.0963576642335768,31.78,222,189
元器件,朝阳科技,7.62,-4.44,52.01,53.69,379894.7219024391,37.72828536585366,31.63,23,18
软件服务,用友网络,4.5600000000000005,-4.22,52.9,53.41,804802.3576642335,1.0689201946472018,31.53,222,189
通信设备,中际旭创,5.18,-6.66,70.0,72.47,292214.2922141119,2.0358340632603404,31.43,207,204
互联网,吉宏股份,3.91,-4.24,43.81,43.3,102861.70827250609,4.0768919708029205,31.4,224,187
乳制品,妙可蓝多,3.09,-2.36,39.8,40.26,64540.61710462287,0.8512214111922141,31.32,221,190
互联网,三七互娱,3.02,-3.5,41.63,41.15,515448.698053528,1.6415284671532846,31.3,224,187
啤酒,青岛啤酒,4.61,-4.83,67.4,67.3,311631.2815085158,0.9586296836982968,31.29,210,201
农业综合,益生股份,4.53,-4.83,53.5,49.8,655820.2124087592,7.305232360097324,31.18,211,200
染料涂料,亚士创能,3.31,-2.98,45.98,45.81,49095.830656934304,3.949533333333333,31.09,220,191
生物制药,海特生物,7.68,-8.44,84.44,84.44,87814.26559610707,4.078645012165451,30.81,237,174
软件服务,数字认证,5.12,-4.83,58.81,57.95,191885.25958637468,7.158382238442822,30.63,217,194
矿物制品,联瑞新材,16.72,-6.54,66.55,70.39,89210.1618181818,9.671773426573425,30.5,74,69
专用机械,奥特维,38.92,-7.62,64.2,64.3,356048.35,30.21774499999999,30.49,10,10
生物制药,天坛生物,3.58,-1.76,44.49,45.38,241609.47931873478,0.8395068126520682,30.39,221,190
食品,千禾味业,2.39,-2.43,38.48,38.96,150007.74841849148,2.0272423357664238,30.3,209,202
化工原料,雅克科技,4.34,-4.77,51.61,51.93,251831.92822384427,3.7438883211678835,30.22,210,201
农药化肥,中旗股份,6.12,-6.32,68.8,67.55,78523.09221411192,4.186285644768857,30.12,208,203
化工原料,神工股份,56.29,-6.95,90.0,77.96,315192.49125,14.499709999999999,30.01,38,42
软件服务,博思软件,3.36,-4.07,41.0,40.99,116564.64850374064,2.8246316708229426,29.79,206,195
机床制造,上机数控,15.0,-5.4,59.88,61.88,139315.3885352113,8.786005070422537,29.7,184,171
化纤,中简科技,4.53,-4.67,54.86,49.87,193780.74080149812,12.894962172284645,29.66,154,113
专用机械,赛腾股份,5.99,-6.55,63.48,66.25,140248.52246913582,11.59275950617284,29.63,211,194
电器仪表,精测电子,6.76,-7.55,87.51,87.58,355447.05328467145,4.398724574209246,29.49,206,205
IT设备,矩子科技,9.7,-7.14,75.0,74.82,151310.96657342656,11.163111888111887,29.34,78,65
通信设备,睿创微纳,30.2,-10.0,73.0,72.15,254423.2877828054,9.836875113122174,29.06,123,98
运输设备,交控科技,21.72,-7.42,65.18,61.79,188265.71945701356,12.535545701357465,28.96,118,103
家用电器,新宝股份,2.42,-2.13,35.58,35.58,78095.18309002434,0.6343177615571777,28.9,224,187
文教休闲,姚记科技,3.77,-3.89,42.55,44.1,199842.05834549875,3.463881508515815,28.89,215,196
医疗保健,奥美医疗,5.03,-5.16,60.0,55.28,225401.00354340835,9.798204823151126,28.8,167,144
铝,中飞股份,3.69,-3.73,45.1,43.7,35451.7562315271,2.395044827586207,28.8,208,198
通信设备,传音控股,22.65,-11.81,74.61,74.56,282101.7151162791,7.483327325581396,28.73,96,76
通信设备,海能实业,12.03,-10.37,104.5,103.72,183186.6623497537,14.235722167487685,28.67,109,94
其他建材,东方雨虹,3.28,-2.17,41.8,41.88,419066.3394160584,1.719111192214112,28.55,211,200
医疗保健,贝瑞基因,5.17,-4.29,64.82,65.25,120825.43868613138,2.3830763990267636,28.54,218,193
元器件,紫光国微,6.85,-6.64,76.5,75.4,1234743.5230379747,4.04393670886076,28.41,214,181
机械基件,海容冷链,14.19,-3.86,67.99,64.16,104967.9695744681,7.937733244680851,28.37,196,180
医疗保健,祥生医疗,10.1,-7.1,82.01,83.3,90808.40152671757,8.23464961832061,28.29,72,59
化工原料,江化微,4.48,-5.22,50.31,52.21,127182.21399026764,5.325128953771289,28.29,213,198
影视音像,完美世界,4.41,-3.34,55.7,55.89,431010.66447688563,1.2491109489051098,28.16,217,194
超市连锁,家家悦,2.06,-1.69,40.96,42.49,66384.3092457421,1.0730031630170318,28.06,218,193
软件服务,易华录,4.55,-5.07,52.4,51.5,293581.7107055961,1.8518508515815084,27.92,218,193
生物制药,百奥泰-U,27.44,-5.76,62.5,62.88,241209.775,8.028084999999999,27.84,46,34
IT设备,中科曙光,4.79,-5.94,65.55,66.04,1222415.818627451,3.360052941176471,27.84,216,192
专用机械,英维克,4.5,-4.8100000000000005,51.74,51.7,129781.42895377128,5.330907542579076,27.45,215,196
专用机械,罗博特科,9.49,-7.36,78.0,76.39,100865.89971999999,8.062521714285714,27.36,185,165
元器件,鹏鼎控股,4.25,-5.4,52.9,54.03,372711.7355231144,4.959445498783456,27.16,216,195
百货,王府井,3.64,-1.85,41.75,42.35,129881.8909975669,1.5968009732360098,27.07,220,191
专用机械,沃尔德,29.32,-19.57,159.9,157.63,265690.78552036197,16.13519321266968,26.76,115,106
通信设备,天和防务,4.95,-5.6,55.1,55.97,245352.9394264339,5.727093765586035,26.71,212,189
化工原料,宏大爆破,3.41,-3.86,37.81,38.6,228365.74866180046,2.0725761557177615,26.7,221,190
证券,中信建投,3.54,-3.39,38.0,38.89,1289406.2384428224,9.860270316301703,26.53,207,204
食品,嘉必优,22.27,-7.6,48.62,50.35,116044.22521008404,11.447027731092437,26.45,67,52
化工原料,晶瑞股份,4.73,-5.68,55.6,57.92,216485.45371287133,7.967006435643564,26.42,222,182
汽车配件,道通科技,49.74,-8.04,80.4,74.1,217482.6976744186,9.164376744186045,26.35,43,43
化学制药,济民制药,3.1,-5.34,55.0,55.46,62379.43038929441,0.5926498783454988,26.35,235,176
半导体,沪硅产业-U,7.02,-4.85,35.05,36.3,2906287.5,29.986537499999997,26.33,26,14
家居用品,欧派家居,7.34,-9.6,126.18,126.2,118965.17688564477,1.0505688564476887,26.3,194,217
饲料,海大集团,4.1,-3.48,48.65,48.4,231831.31557177613,0.4589963503649635,26.3,204,207
白酒,顺鑫农业,5.23,-6.28,63.7,64.73,479231.49537712894,1.446388077858881,26.3,196,215
